episode,reward
0,0.04
100,0.12
200,0.14
300,-0.02
400,0.1
500,0.06
600,-0.06
700,-0.18
800,0.16
900,0.02
1000,-0.08
1100,-0.02
1200,0.1
1300,-0.08
1400,0.0
1500,-0.16
1600,-0.02
1700,0.02
1800,0.24
1900,0.18
2000,0.08
2100,-0.1
2200,0.12
2300,0.02
2400,-0.08
2500,-0.06
2600,0.08
2700,-0.1
2800,0.1
2900,0.02
3000,-0.3
3100,0.02
3200,-0.2
3300,0.02
3400,0.16
3500,-0.12
3600,0.14
3700,-0.08
3800,0.0
3900,0.06
4000,0.04
4100,0.0
4200,0.14
4300,0.0
4400,0.08
4500,-0.2
4600,-0.04
4700,0.2
4800,-0.04
4900,0.18
