episode,reward
0,0.04
100,-0.22
200,0.02
300,0.16
400,-0.1
500,-0.14
600,0.14
700,0.1
800,0.02
900,-0.06
1000,0.06
1100,0.08
1200,0.08
1300,-0.12
1400,-0.12
1500,-0.16
1600,0.04
1700,0.08
1800,-0.2
1900,0.16
2000,0.14
2100,-0.08
2200,-0.04
2300,0.12
2400,0.04
2500,0.06
2600,0.16
2700,-0.08
2800,0.12
2900,0.1
3000,0.02
3100,0.2
3200,-0.08
3300,0.02
3400,0.08
3500,0.04
3600,0.04
3700,-0.04
3800,-0.08
3900,0.14
4000,-0.04
4100,0.02
4200,0.06
4300,0.06
4400,0.06
4500,0.08
4600,-0.1
4700,-0.06
4800,-0.02
4900,0.08
