step,rl-loss,episode
54,0,0
2168,0.0731978788971901,100
4463,0.09325945377349854,200
6718,0.12194272875785828,300
9180,0.06301400065422058,400
11774,0.07203082740306854,500
14206,0.04664172977209091,600
16654,0.020305210724473,700
19221,0.060699403285980225,800
21439,0.0691869705915451,900
