episode,reward
0,0.04
100,0.12
200,-0.14
300,-0.14
400,0.04
500,0.1
600,0.02
700,0.06
800,0.3
900,0.18
1000,0.06
1100,-0.06
1200,0.0
1300,0.06
1400,0.12
1500,-0.2
1600,0.1
1700,0.28
1800,-0.26
1900,0.04
2000,0.1
2100,-0.08
2200,0.1
2300,0.16
2400,0.24
2500,-0.02
2600,0.02
2700,0.08
2800,0.06
2900,0.0
3000,-0.08
3100,-0.12
3200,-0.12
3300,0.06
3400,0.16
3500,-0.04
3600,0.04
3700,-0.08
3800,0.1
3900,0.02
4000,0.02
4100,-0.02
4200,-0.02
4300,0.06
4400,-0.08
4500,0.2
4600,0.14
4700,0.1
4800,0.02
4900,0.12
