episode,reward
0,0.04
100,0.0
200,-0.08
300,0.02
400,-0.06
500,0.04
600,0.22
700,-0.1
800,0.04
900,0.2
1000,-0.04
1100,-0.06
1200,-0.02
1300,0.06
1400,-0.1
1500,-0.04
1600,0.02
1700,0.02
1800,-0.2
1900,-0.14
2000,-0.02
2100,0.18
2200,-0.02
2300,-0.04
2400,0.02
2500,0.12
2600,-0.1
2700,0.0
2800,0.0
2900,0.06
3000,0.04
3100,-0.12
3200,0.06
3300,-0.08
3400,-0.16
3500,-0.06
3600,0.12
3700,0.14
3800,0.06
3900,-0.1
4000,-0.02
4100,-0.04
4200,0.04
4300,0.18
4400,-0.12
4500,0.0
4600,0.02
4700,-0.1
4800,0.2
4900,0.08
